gender05,age05,education05,hisp05,race05,income05,party05,marital05,Q9_05,Q10,Q5_05,Q7_05,Q6_05,gender13,age13,educaton13,hisp13,race13,income13,Q1_13,Q2_13,Q3_13,Q4_13,Q5_13,Q6_13,Q7_13,Q8_13,gender15,age15,education15,hisp15,race15,income15,party15,marital15,Q1_15,Q2_15,Q3_15,Q4_15,Q5_15,Q6_15,Q7_15,Q8_15
MALE,54,3,2,1,6,1,3,1,2,2,1,2,MALE,88,3,2,1,1, , ,2,2,8,8,8,8,FEMALE,52,8,2,1,7,2,3,1,2,1,1,1,2,2,2
MALE,45,3,2,1,6,3,3,1,1,2,2,2,FEMALE,73,4,2,1,99,2, ,1,1,1,1,2,2,MALE,24,4,1,1,6,3,6,1,1,1,1,1,1,2,2
MALE,33,5,2,1,8,3,1,2, ,1,2,1,MALE,76,6,2,1,9, , ,2,2,1,1,2,8,FEMALE,32,5,2,2,2,2,6,2,2,1,2,1,1,2,1
FEMALE,76,3,2,1,9,2,5,2, , , , ,MALE,66,3,2,1,6,2,2,2,2,1,8,2,8,FEMALE,65,1,2,1,4,8,1,2, ,2,2,1,1,1,2
FEMALE,78,7,2,1,6,3,5,2, ,2,2,8,MALE,85,8,2,1,6, , ,2,2,1,2,2,9,MALE,65,3,2,1,2,1,5, , ,2,2,1,1,1,1
FEMALE,82,2,2,5,2,2,1,2, , , , ,MALE,80,3,2,1,4, , ,2,2,1,1,2,1,MALE,25,6,2,1,2,4,6,2,2,1,1,1,1,2,2
MALE,36,7,2,3,6,9,1,2, ,8,8,8,FEMALE,76,5,2,1,2, , ,2,2,1,1,2,1,MALE,30,3,2,1,8,3,1,2,2,1,2,1,2,2,1
FEMALE,77,3,2,1,3,2,5,2, , , , ,FEMALE,36,3,2,2,1,2, ,2,2,1,1,2,1,MALE,35,3,2,1,8,3,1,1,2,1,1,1,1,2,1
FEMALE,46,3,2,1,3,2,5,1,2,1,1,1,FEMALE,37,8,2,1,99,2,2,2,2,1,1,2,1,FEMALE,28,5,2,1,3,4,3,2,2,1,2,2,2,1,1
MALE,63,6,2,1,8,1,1,2, ,8,2,1,FEMALE,36,3,2,1,8,2,2,1,1,2,2,2,2,FEMALE,51,4,2,4,5,4,4,1,1,1,2,2,1,2,1
MALE,49,7,2,1,7,3,1,2, ,2,1,8,MALE,51,3,2,1,99,2, ,2,2,2,2,1,8,FEMALE,18,4,2,1,8,2,2,2,2,2,2,1,2,2,2
FEMALE,65,7,2,1,9,3,5,2, ,8,8,8,MALE,57,4,2,2,9,2,2,2,2,1,2,2,1,MALE,47,5,1,2,7,1,1, ,2,1,1,1,2,1,1
FEMALE,63,5,2,1,9,3,1,2, , , , ,FEMALE,71,8,2,1,99,2, ,1,1,1,1,2,2,MALE,53,8,1,6,8,2,6,1,1,1,1,1,1,2,2
FEMALE,28,3,2,1,6,1,1,2, ,2,2,2,FEMALE,74,3,2,1,6, , ,2,2,1,1,2,1,FEMALE,76,3,1,1,98,2,5, , ,2,2,2,2,1,1
MALE,55,6,2,1,9,3,1,1,1,8,8,1,FEMALE,66,4,2,1,2, , ,1,2,1,1,1,9,MALE,28,3,2,1,8,3,1,2,2,1,1,2,2,2,2
FEMALE,46,5,2,1,9,3,1,2, , , , ,FEMALE,51,6,2,1,4,1, ,2,1,1,1,2,1,MALE,40,3,1,2,2,2,4,2,2,2,2,2,1,1,1
MALE,38,5,2,1,7,2,1,1,2,2,1,1,FEMALE,60,3,2,1,5,2, ,1,1,2,2,1,2,MALE,33,3,1,4,5,3,6,2,2,2,1,2,2,2,2
MALE,70,5,2,1,3,1,1,1,9, , , ,FEMALE,80,3,2,1,2, , ,2,2,2,2,1,2,FEMALE,61,4,2,1,3,2,4,2,2,2,2,1,1,2,2
MALE,59,7,2,1,8,2,1,2, ,1,2,8,FEMALE,71,6,2,1,99,2, ,2,2,2,2,1,2,MALE,58,1,1,6,9,3,6, , ,2,2,2,1,1,1
FEMALE,80,3,2,1,4,2,1,2, , , , ,FEMALE,55,4,2,1,3,2, ,1,1,1,2,2,1,MALE,27,3,2,1,7,3,1,2,2,2,2,2,2,1,1
MALE,54,3,2,1,6,3,3,2, , , , ,FEMALE,74,3,2,1,3, , ,2,2,1,1,2,2,MALE,70,1,2,1,2,2,5,2,2,2,2,1,2,1,1
MALE,34,4,2,2,5,2,1,2, , , , ,FEMALE,43,4,2,1,4,2,2,2,1,1,8,2,8,MALE,67,2,2,1,5,1,1, , ,1,1,1,1,2,2
MALE,52,3,2,2,3,3,1,2, ,2,2,2,FEMALE,65,5,2,1,7, , ,2,2,2,2,1,2,MALE,28,8,2,2,7,9,6,1,1,1,8,1,1,2,2
FEMALE,76,3,2,1,1,1,3,2, , , , ,FEMALE,29,3,1,2,4,2, ,2,2,1,2,1,1,MALE,64,4,2,1,3,2,1,2,2,2,2,1,1,2,2
FEMALE,48,5,2,1,5,1,6,1,2,1,2,1,MALE,25,5,2,4,5,2, ,1,2,1,1,2,1,MALE,29,3,2,1,6,1,2,2,2,1,2,1,2,2,2
MALE,63,7,2,1,9,3,1,2, ,2,2,1,MALE,54,6,2,1,6,2, ,2,2,1,2,2,1,FEMALE,55,4,2,1,2,1,5,2, ,2,1,1,1,2,2
FEMALE,53,7,2,1,7,3,1,2, ,2,1,2,FEMALE,60,4,2,1,5,2,2,2,2,1,1,8,8,MALE,19,4,2,1,7,2,6,2,2,2,2,1,1,1,2
MALE,60,6,2,1,9,2,9,2, ,8,2,8,MALE,75,8,2,1,99,2,2,2,2,2,2,2,2,MALE,32,8,1,6,8,1,2,2,2,1,1,1,1,2,1
FEMALE,25,3,2,1,3,1,6,2, ,2,2,1,MALE,18,3,2,1,98,2, ,2,2,2,2,1,2,FEMALE,56,6,2,2,7,3,1,2,2,2,2,1,8,2,2
FEMALE,80,5,1,1,2,2,5,1,1, , , ,FEMALE,30,1,1,2,3, , ,2,2,1,1,2,1,MALE,47,8,2,9,7,9,1,2,2,1,1,1,1,2,2
MALE,84,2,2,1,1,4,5,2, , , , ,MALE,87,8,2,1,99, , ,2,2,2,2,9,2,MALE,60,1,1,6,6,2,1,2, ,2,2,2,2,2,1
MALE,68,3,1,1,2,2,3,2, , , , ,FEMALE,38,1,1,1,99, , ,2,2,2,2,1,8,FEMALE,23,3,1,2,1,2,5,1,1,2,1,1,1,1,1
MALE,36,7,2,2,8,2,1,2, ,1,1,1,FEMALE,25,6,2,1,3,2,2,1,2,2,1,2,2,MALE,68,7,2,1,6,3,1, , ,2,2,1,1,2,2
MALE,43,7,2,1,6,2,1,1,2,1,2,1,FEMALE,31,3,2,1,6,2,2,2,2,1,1,2,2,FEMALE,40,8,2,1,8,3,1,2,2,2,2,1,1,1,2
MALE,18,2,2,1,8,1,6,2, ,1,1,1,FEMALE,43,5,2,1,7,1, ,1,1,1,1,2,2,FEMALE,58,5,2,2,4,2,6,2,2,1,2,1,1,2,2
FEMALE,18,3,2,1,5,3,6,1,2,1,2,1,FEMALE,99,8,2,2,99,2,2,1,1,1,1,2,2,FEMALE,63,8,2,1,99,3,3,1,2,2,2,1,8,2,8
FEMALE,45,5,2,1,8,1,1,2, ,1,1,1,FEMALE,54,3,2,2,98,2, ,2,2,2,2,2,2,MALE,43,4,2,3,8,2,1,1,1,1,1,1,1,2,2
FEMALE,68,3,2,1,3,2,1,2, , , , ,FEMALE,86,4,2,1,1, , ,2,2,8,8,1,8,MALE,42,3,2,1,6,3,1,1,1,1,1,1,1,2,2
FEMALE,80,3,2,1,9,3,5,1,2, , , ,MALE,35,3,2,1,2,2, ,2,2,2,1,2,1,MALE,24,5,1,2,3,3,2,2,1,1,2,1,2,2,1
FEMALE,54,5,2,1,8,1,1,2, ,2,1,2,FEMALE,52,6,2,1,9,2,2,2,2,1,1,2,2,MALE,19,4,1,1,1,3,6,2, ,2,2,1,1,1,1
MALE,38,6,2,1,7,3,1,1,1,1,2,1,FEMALE,75,5,2,1,5,2, ,1,2,1,1,2,2,FEMALE,20,3,2,1,9,1,6,2,2,1,1,1,1,2,1
FEMALE,53,6,2,1,9,3,1,1,2,1,2,1,FEMALE,72,1,1,1,1, , ,2,2,2,2,2,2,MALE,73,8,2,1,6,2,1,2, ,2,2,2,2,1,2
FEMALE,41,7,2,1,7,2,1,1,2,1,2,1,FEMALE,34,5,2,1,6,2,2,2,2,8,1,2,8,MALE,21,5,1,6,98,3,6,2,2,2,2,1,2,1,2
MALE,23,3,2,2,9,2,6,2, , , , ,MALE,67,6,2,1,4,2, ,2,2,8,8,2,8,MALE,32,8,2,1,99,3,1,2,2,1,1,1,1,2,2
MALE,31,5,2,1,7,3,6,1,1,1,2,8,FEMALE,61,4,2,1,8,2,2,1,1,1,1,2,2,FEMALE,35,1,1,1,1,3,2,2, ,2,2,2,2,2,2
MALE,46,3,1,1,6,2,1,2, ,1,2,1,MALE,76,5,1,4,5,2, ,1,1,2,1,1,2,FEMALE,34,2,1,1,1,3,2,2,2,2,2,2,8,2,2
MALE,67,5,2,1,5,1,1,2, ,1,1,1,FEMALE,85,2,2,1,99,2, ,2,2,2,1,1,2,FEMALE,68,3,2,1,1,3,5,2,2,2,2,1,2,2,1
MALE,56,6,2,1,9,3,1,2, ,8,8,8,MALE,52,6,2,9,8,2,2,1,2,2,2,1,1,MALE,62,8,2,1,99,3,1,2, ,1,1,2,2,2,2
FEMALE,57,7,2,1,4,1,3,2, ,2,2,2,MALE,75,3,2,1,5,2, ,1,2,1,1,2,2,FEMALE,29,6,2,1,2,1,6,2, ,2,2,2,2,2,2
MALE,35,5,2,1,4,2,1,2, ,2,1,2,MALE,18,2,2,1,2,2,2,2,1,1,1,2,1,MALE,48,4,2,2,5,3,3,1,1,1,2,1,2,1,1
FEMALE,50,6,2,1,8,2,1,2, ,1,1,1,FEMALE,81,2,2,1,1, , ,2,1,1,1,2,2,MALE,35,5,2,1,6,3,1,2,2,2,2,1,2,2,2
FEMALE,47,6,2,1,9,3,1,1,1,1,2,2,FEMALE,23,3,1,1,98,2, ,2,2,2,1,2,2,FEMALE,66,8,2,1,6,2,3,2,2,1,1,8,8,2,2
FEMALE,76,3,2,1,3,3,1,2, , , , ,FEMALE,60,8,2,1,5,2, ,2,2,1,8,2,2,FEMALE,73,3,2,1,99,1,1,2, ,2,2,2,1,2,2
FEMALE,29,7,2,2,7,2,1,2, ,1,2,1,MALE,99,99,2,3,9,2,2,1,1,1,1,8,1,MALE,22,2,2,1,3,3,1,2, ,1,2,2,2,2,1
MALE,48,3,2,1,7,3,1,2, ,2,1,2,FEMALE,67,5,2,1,6,2, ,1,1,1,1,2,2,FEMALE,64,8,2,1,7,2,1,2,2,1,1,1,2,2,1
FEMALE,52,3,2,1,2,2,1,2, ,2,1,2,FEMALE,32,6,1,1,3,1,1,1,1,1,1,2,2,MALE,31,8,1,1,9,3,1,2,2,1,1,1,2,2,2
FEMALE,22,3,2,1,2,1,6,2, ,1,2,1,FEMALE,75,3,2,1,4,2, ,1,1,1,1,1,1,FEMALE,30,1,1,8,98,8,1,2,2,2,2,2,2,8,2
FEMALE,56,5,2,1,3,2,6,2, ,1,2,1,FEMALE,38,8,2,1,9,1, ,1,1,1,1,2,2,MALE,55,6,2,1,8,2,1,2,2,1,1,1,1,2,2
MALE,28,5,1,2,2,2,4,1,2,1,2,1,FEMALE,88,98,2,4,99, , ,2,8,2,2,1,2,MALE,20,3,2,1,9,1,6,2,2,2,2,2,2,2,1
FEMALE,34,7,2,1,8,4,6,1,1,1,2,1,FEMALE,63,8,2,1,8,2,2,1,8,1,8,2,2,MALE,25,98,1,6,98,4,1, , ,2,2,1,1,2,1
MALE,65,6,2,1,6,2,1,2, ,1,1,2,FEMALE,99,6,2,1,7,1, ,2,2,2,1,2,2,FEMALE,66,6,2,1,5,2,3,2,2,1,1,1,1,2,2
MALE,52,5,2,1,4,1,1,1,2, , , ,MALE,18,2,2,3,7,2, ,2,2,2,1,1,2,FEMALE,60,5,2,1,6,3,1,2, ,2,2,1,8,2,2
FEMALE,56,2,2,1,1,3,6,2, ,2,2,2,FEMALE,57,8,2,1,7,2,2,2,2,2,2,1,2,MALE,30,6,2,1,7,2,1,2,2,1,1,1,1,2,2
MALE,52,5,2,1,2,4,3,2, ,2,1,8,MALE,25,3,1,1,2, , ,2,2,1,1,2,1,FEMALE,68,7,2,1,1,3,3,2, ,1,1,2,2,1,1
FEMALE,29,6,2,1,6,2,1,2, ,1,2,1,FEMALE,58,4,2,1,5,2, ,2,2,1,1,2,2,FEMALE,49,2,2,2,1,1,2,2, ,2,2,2,2,2,2
FEMALE,65,2,2,1,9,4,1,2, , , , ,MALE,22,2,2,1,2,2,2,1,2,2,2,1,2,MALE,69,4,2,1,3,9,3, , ,2,2,8,8,2,1
MALE,21,5,2,4,2,2,6,2, ,1,2,1,MALE,21,4,1,1,6,2,2,1,2,2,2,1,1,MALE,57,4,2,1,4,3,3, ,2,1,1,2,2,2,1
FEMALE,79,5,2,1,3,2,1,2, , , , ,FEMALE,30,3,2,2,1,2, ,2,8,1,2,2,1,FEMALE,70,2,2,1,4,1,1,2, ,2,2,1,1,2,2
FEMALE,53,6,2,1,6,2,1,1,1,1,2,8,FEMALE,71,3,2,1,4,2, ,2,2,2,2,1,2,FEMALE,38,5,2,2,1,2,4,2,2,2,2,1,1,2,1
MALE,55,5,2,1,6,2,1,2, ,2,1,1,FEMALE,52,3,2,1,3,2, ,1,1,2,2,2,2,FEMALE,37,8,2,3,6,3,1,2,2,8,8,1,1,2,2
MALE,25,3,1,2,5,2,1,2, ,2,1,2,MALE,54,3,2,1,9, , ,1,2,1,1,1,1,MALE,20,3,2,3,2,2,6,2,2,2,2,1,2,2,2
FEMALE,30,6,2,1,5,3,1,2, ,1,2,2,FEMALE,71,4,2,5,98, , ,1,1,2,8,2,2,MALE,72,5,2,1,5,3,1,2, ,2,2,2,1,2,1
FEMALE,55,5,2,1,6,3,1,1,1,1,1,1,FEMALE,66,4,2,1,1, , ,2,2,2,2,8,1,MALE,68,6,1,4,8,3,5,2, ,2,2,1,1,1,2
FEMALE,47,6,2,1,8,3,1,2, ,2,1,2,FEMALE,43,6,2,1,6,2, ,1,2,2,2,2,2,MALE,26,6,2,2,2,3,2,1,2,1,1,1,2,1,2
MALE,63,7,2,1,8,1,1,2, ,1,8,1,FEMALE,54,8,2,1,8,2,2,1,2,1,1,2,2,MALE,27,7,1,6,4,3,1,2, ,2,1,1,1,2,2
MALE,48,5,1,1,9,2,3,2, ,2,2,8,FEMALE,61,6,2,1,4,2, ,1,2,1,2,2,2,FEMALE,72,3,1,6,2,2,1, , ,2,2,2,2,1,1
MALE,27,5,2,4,1,1,6,1,2, , , ,FEMALE,40,8,2,1,9,1,2,1,1,1,2,2,2,MALE,50,4,2,1,99,3,1,2,2,1,2,8,8,8,9
MALE,27,3,2,1,7,3,6,1,2,1,2,2,MALE,67,3,2,1,2, , ,2,2,1,1,2,2,FEMALE,66,4,2,1,99,3,1,2,2,2,2,2,2,2,2
FEMALE,40,7,1,1,7,2,3,1,1,1,2,1,FEMALE,35,5,1,1,3,2,2,2,1,2,2,2,1,MALE,36,8,2,1,7,3,1,2,2,1,1,1,1,2,2
MALE,19,3,1,2,4,1,6,1,1,1,2,1,MALE,72,8,2,1,3,2, ,1,1,1,1,2,2,MALE,71,8,2,1,6,1,1,2, ,2,2,2,2,8,2
FEMALE,23,3,2,1,3,2,6,1,2,1,2,1,MALE,52,5,2,1,3,1, ,1,1,2,2,1,1,FEMALE,60,8,2,1,99,3,1,2,2,1,1,2,1,2,2
MALE,63,5,2,1,7,1,3,9, ,8,2,1,FEMALE,55,3,2,1,4,2, ,2,2,2,2,2,2,MALE,21,3,2,2,1,3,6,1,1,1,2,1,2,2,2
FEMALE,34,5,2,1,9,1,1,2, ,1,2,2,FEMALE,61,3,2,1,4, , ,2,2,1,1,2,2,FEMALE,23,6,2,1,4,1,6,2,1,1,1,1,1,2,2
FEMALE,34,6,2,1,7,1,1,1,2,2,2,2,FEMALE,99,3,2,2,8,2,2,2,2,2,8,1,2,MALE,26,6,2,1,5,3,2,2,2,1,1,1,2,2,2
FEMALE,52,5,2,1,8,1,1,1,2,1,2,1,FEMALE,80,8,2,1,7, , ,2,2,8,1,1,2,MALE,99,8,2,9,99,3,1,2, ,2,2,2,2,2,2
MALE,58,6,2,1,9,3,1,2, ,2,2,1,FEMALE,66,3,2,1,98, , ,2,2,2,2,1,1,FEMALE,70,1,1,6,3,1,5,2,2,2,2,1,1,2,2
FEMALE,55,6,2,1,7,3,1,2, ,1,2,1,MALE,23,6,2,2,99,2,2,1,2,1,1,1,2,MALE,57,7,2,9,1,3,6,1, ,1,1,2,2,2,2
FEMALE,53,7,2,1,3,3,5,2, ,2,2,1,MALE,35,8,2,1,9,2,2,1,1,1,2,2,2,MALE,47,1,1,6,2,2,1,2,2,1,1,1,1,1,1
MALE,65,3,2,1,3,4,1,2, , , , ,MALE,78,3,2,1,5, , ,2,2,2,1,1,1,MALE,34,4,2,1,7,3,1,2,2,2,9,1,1,2,1
FEMALE,84,6,2,1,9,3,5,2, , , , ,FEMALE,76,5,2,1,1,2, ,1,1,2,2,2,2,MALE,37,2,1,1,5,3,1,2,2,2,2,2,2,1,2
FEMALE,70,6,2,1,9,2,1,2, , , , ,MALE,55,4,2,1,1,2, ,1,1,2,2,1,1,MALE,30,6,2,1,5,1,6,2,2,1,1,1,1,2,2
FEMALE,83,5,2,1,9,2,5,1,1, , , ,MALE,65,6,2,1,3,1, ,1,1,2,2,8,1,FEMALE,66,3,2,1,2,2,5,2, ,2,2,2,2,1,2
FEMALE,43,3,2,1,9,4,6,2, ,8,8,8,MALE,85,6,2,1,6, , ,2,2,8,1,8,2,FEMALE,22,1,2,1,1,3,2,2,2,1,1,1,2,2,1
FEMALE,43,1,2,1,1,3,2,2, , , , ,FEMALE,80,5,2,1,99, , ,2,2,1,1,2,2,FEMALE,22,6,2,1,9,2,6,2,2,2,2,1,1,2,2
FEMALE,53,5,9,9,6,3,3,2, ,1,2,1,FEMALE,99,4,2,1,5, , ,2,2,1,8,2,1,MALE,52,8,2,1,7,4,4,2,2,2,1,2,2,2,1
MALE,57,2,2,1,9,3,6,2, , , , ,MALE,55,4,2,4,98,2, ,2,2,1,2,1,2,FEMALE,26,6,2,1,6,3,1,2,2,2,2,1,1,2,2
FEMALE,52,7,2,1,2,2,1,2, ,2,8,8,FEMALE,54,6,2,2,2,2, ,1,2,1,1,2,1,MALE,57,6,2,1,9,1,4,1,1,1,1,1,1,2,2
FEMALE,45,5,2,2,2,2,6,2, ,1,2,1,FEMALE,70,2,2,5,3,2, ,2,2,2,2,1,1,MALE,64,3,2,2,2,2,4, ,2,2,2,1,1,2,1
FEMALE,34,7,2,1,9,1,6,2, ,2,2,2,MALE,66,7,2,1,9,2, ,2,2,1,1,2,2,MALE,50,3,2,1,1,3,6, , ,2,2,2,1,2,2
FEMALE,76,2,2,1,2,2,5,2, , , , ,MALE,55,3,1,1,3, , ,2,2,2,2,2,2,FEMALE,52,3,2,2,1,3,4,2, ,2,2,1,2,2,1
FEMALE,50,6,2,1,9,3,3,2, , , , ,FEMALE,82,8,2,1,6,2, ,1,1,1,8,2,2,MALE,46,3,2,1,6,3,1,2,2,2,2,1,1,2,2
MALE,27,3,2,1,8,1,6,2, ,1,2,1,MALE,23,6,1,3,99,2,2,2,2,2,2,1,1,MALE,26,3,2,1,2,3,1,2,2,2,2,1,2,2,2
FEMALE,68,3,2,1,4,2,1,2, , , , ,FEMALE,36,6,1,2,6,2, ,1,2,2,2,2,2,MALE,60,8,2,1,98,2,1,2,2,2,1,2,1,2,2
FEMALE,72,5,2,1,3,1,5,2, ,2,9,2,FEMALE,59,5,2,1,6,2, ,2,2,8,8,8,8,FEMALE,60,6,1,1,2,2,6,2, ,2,2,2,2,2,2
MALE,18,3,2,1,6,2,6,2, ,1,1,2,FEMALE,60,6,2,1,7,1,2,1,1,1,1,2,2,MALE,53,6,2,1,99,3,1,2,2,2,2,1,1,2,2
MALE,50,6,2,1,9,1,1,2, ,1,2,8,MALE,59,3,2,1,99,2, ,1,2,1,1,2,2,MALE,64,8,2,1,9,2,1,2,2,2,2,2,2,1,2
MALE,61,7,2,1,8,1,1,1,1,1,2,8,FEMALE,99,6,2,1,1,2, ,1,1,1,8,2,8,MALE,42,3,1,1,3,3,1,2, ,2,2,1,2,1,2
MALE,76,7,2,1,8,1,1,2, ,2,2,2,MALE,74,3,2,1,7, , ,2,2,2,2,2,8,FEMALE,54,6,2,1,7,1,3,2,2,2,2,1,1,2,2
FEMALE,50,7,2,1,4,3,3,2, , , , ,MALE,54,3,2,1,99,2,2,2,2,8,1,1,9,FEMALE,53,8,2,2,7,2,1,2,2,2,2,1,1,2,2
MALE,62,6,2,1,6,3,2,2, ,2,2,2,FEMALE,74,8,2,1,98,2, ,1,1,2,2,2,2,FEMALE,99,6,2,2,6,2,5,2,2,2,1,1,1,2,2
MALE,64,7,2,1,6,2,1,2, ,2,1,2,FEMALE,77,7,2,1,4,2, ,1,1,1,1,2,2,FEMALE,59,8,2,1,99,2,5,1,2,1,1,1,1,2,2
MALE,51,7,2,1,9,3,1,2, ,8,9,2,MALE,48,8,2,1,9,2,2,1,1,1,1,2,2,MALE,38,8,2,2,2,2,3,2,2,2,2,2,2,2,2
FEMALE,68,7,2,1,9,3,1,1,1,2,1,2,FEMALE,50,3,1,1,5,2, ,2,2,8,2,8,8,FEMALE,47,8,2,1,8,2,1,2, ,2,2,1,1,2,2
MALE,37,6,2,1,7,2,1,1,1,1,2,1,MALE,42,6,2,2,6,2,2,2,2,2,2,2,1,MALE,34,6,2,1,6,3,1,2,2,2,1,1,2,2,2
FEMALE,83,3,2,1,2,2,5,2, , , , ,MALE,31,3,2,1,5,2, ,1,2,1,1,2,1,MALE,38,3,2,1,6,3,6,2,1,2,2,2,1,2,2
FEMALE,57,6,2,1,8,2,1,2, ,1,2,1,FEMALE,74,2,1,1,1, , ,2,8,2,2,2,2,MALE,29,4,2,1,4,1,1,2,2,1,1,1,8,2,2
MALE,77,2,2,1,2,2,2,2, , , , ,MALE,54,6,2,1,7,2, ,2,2,2,2,2,2,FEMALE,42,6,2,2,6,3,6,1,2,1,1,1,2,2,2
FEMALE,64,3,2,1,2,2,3,2, ,2,1,8,FEMALE,33,6,1,2,3,2,2,2,2,1,1,2,8,MALE,62,8,2,1,5,3,3,2, ,1,2,1,1,2,2
MALE,30,6,2,1,9,3,1,2, ,1,2,1,FEMALE,71,98,2,1,1, , ,2,2,1,1,2,8,MALE,57,1,1,9,9,3,1, , ,8,2,1,1,8,8
MALE,28,5,2,1,6,2,6,1,1,1,2,1,FEMALE,55,4,1,1,1, , ,2,2,2,2,1,2,FEMALE,54,6,2,1,6,3,1,2,2,1,1,2,1,2,2
FEMALE,30,6,2,1,7,2,1,2, ,1,2,1,MALE,60,8,2,1,4,2, ,2,2,1,1,2,2,FEMALE,31,3,1,1,4,3,1,2,2,2,2,2,2,2,2
FEMALE,86,5,2,1,9,3,1,2, , , , ,FEMALE,99,8,9,9,99,2, ,2,2,9,9,9,8,FEMALE,61,6,2,1,99,3,1,2,2,1,1,1,1,1,2
FEMALE,86,5,2,1,2,2,5,2, , , , ,MALE,50,8,2,1,4,2,2,2,2,1,2,2,2,MALE,60,8,2,1,3,3,1,2,2,1,2,1,1,2,2
MALE,49,2,2,1,2,4,3,2, , , , ,FEMALE,45,4,2,1,4,2, ,1,1,2,2,2,1,MALE,30,2,1,1,4,3,2,2,2,2,2,2,1,1,1
MALE,20,3,2,1,5,3,6,1,2, , , ,FEMALE,24,1,1,2,2, , ,1,2,2,2,1,8,FEMALE,34,6,1,1,7,2,1,2,2,1,1,1,2,2,2
FEMALE,59,6,2,1,9,1,1,2, ,8,8,8,FEMALE,67,6,2,1,99,2, ,2,2,2,2,2,1,FEMALE,67,2,1,1,2,3,5, , ,2,2,2,2,2,2
MALE,51,6,2,1,7,3,6,1,1, , , ,FEMALE,85,3,2,1,3, , ,2,2,2,2,2,1,MALE,60,8,2,1,9,1,1,2,2,2,1,1,2,2,2
FEMALE,62,6,2,1,4,3,3,2, ,2,1,2,FEMALE,63,6,2,1,99,2, ,2,2,2,2,2,2,MALE,61,1,1,1,98,8,2,2, ,2,2,8,2,8,8
MALE,46,3,2,1,7,2,1,2, ,9,2,8,FEMALE,57,8,2,1,2,2, ,1,2,1,2,2,2,MALE,47,2,1,1,5,3,1,2, ,2,2,8,8,8,8
MALE,33,3,2,1,4,1,1,2, ,1,2,1,FEMALE,63,3,2,1,6,2, ,1,1,1,2,2,2,FEMALE,47,4,2,1,3,3,2,2,2,2,2,8,8,2,2
MALE,31,5,1,1,6,1,6,1,2,1,2,2,MALE,69,6,2,2,5,2, ,1,2,1,1,2,2,MALE,42,8,2,2,8,3,1,2,2,2,1,1,1,2,2
MALE,59,5,2,1,8,3,1,2, ,2,8,2,FEMALE,42,3,2,1,1,2, ,2,2,2,2,1,1,MALE,18,3,1,6,5,2,6,2, ,2,2,1,1,2,1
FEMALE,57,3,1,1,1,3,3,2, ,1,2,1,MALE,59,3,2,1,3, , ,2,2,1,1,2,1,MALE,22,6,2,1,9,3,6,2,1,1,1,1,2,2,2
MALE,41,4,2,1,4,4,1,2, , , , ,FEMALE,48,3,1,5,1,2, ,1,2,2,1,1,1,MALE,70,8,2,1,7,3,1,2,2,2,2,2,2,2,8
FEMALE,46,3,2,1,3,4,1,2, , , , ,FEMALE,59,6,2,2,99,2, ,1,2,2,2,2,1,FEMALE,63,5,2,2,7,2,1,2, ,2,2,2,2,2,2
FEMALE,52,5,2,1,8,2,1,2, ,1,2,1,FEMALE,70,2,2,2,1, , ,2,2,2,2,2,2,FEMALE,68,3,2,1,1,3,1, , ,1,2,2,2,2,2
MALE,59,6,2,1,7,2,1,2, ,1,2,1,FEMALE,64,8,2,1,3,2, ,2,2,1,2,2,2,MALE,49,3,2,4,1,4,1,2,2,2,2,1,1,2,2
MALE,36,6,2,1,7,1,1,2, ,1,2,1,FEMALE,62,4,2,2,99,2, ,1,2,2,2,2,1,FEMALE,58,3,2,1,1,4,4,2, ,2,2,2,2,2,2
MALE,27,5,2,1,6,1,1,2, ,1,2,1,FEMALE,74,98,2,1,2, , ,2,2,1,1,1,1,MALE,28,6,2,3,5,4,6,2,2,1,2,1,2,1,1
MALE,48,7,2,1,8,3,1,1,2,2,1,2,MALE,52,5,2,1,8,2,2,1,1,1,1,2,2,MALE,64,4,2,2,7,3,1,2,2,1,1,1,1,2,2
FEMALE,55,5,2,1,4,3,3,2, ,1,2,1,MALE,71,4,2,1,3,2,2,1,2,2,2,2,8,FEMALE,48,4,2,1,3,2,6,2,1,1,8,1,2,2,2
FEMALE,37,6,1,6,5,2,1,1,1,2,1,1,FEMALE,99,7,2,1,99,2,2,2,2,9,9,9,9,MALE,99,5,2,2,6,2,3,2,2,2,2,8,8,8,8
MALE,48,3,2,1,4,3,1,2, ,1,2,1,MALE,60,4,2,1,7,2, ,1,2,1,1,2,2,MALE,32,3,2,1,7,3,1,2,2,1,2,1,1,2,2
FEMALE,25,3,2,1,3,2,6,1,2,2,8,2,MALE,60,4,2,5,6,2, ,2,2,2,1,2,2,MALE,50,5,2,1,8,1,2,1,1,1,2,1,2,2,2
MALE,25,5,1,1,1,4,6,1,2,2,2,2,FEMALE,53,3,2,1,6,2,2,1,2,2,1,2,2,MALE,53,3,1,1,4,3,1,2,1,2,2,2,2,1,1
MALE,35,3,1,6,4,1,1,2, , , , ,MALE,67,98,1,2,99, , ,2,2,9,9,9,9,FEMALE,43,5,2,1,5,1,1,2,2,1,1,1,1,2,1
