gender05,age05,education05,hisp05,race05,income05,party05,marital05,Q9_05,Q10,Q5_05,Q7_05,Q6_05,gender13,age13,educaton13,hisp13,race13,income13,Q1_13,Q2_13,Q3_13,Q4_13,Q5_13,Q6_13,Q7_13,Q8_13,gender15,age15,education15,hisp15,race15,income15,party15,marital15,Q1_15,Q2_15,Q3_15,Q4_15,Q5_15,Q6_15,Q7_15,Q8_15
FEMALE,90,4,2,1,2,2,5,2, , , , ,MALE,36,3,2,1,1,2, ,2,2,1,1,2,1,,,,,,,,,,,,,,,,
MALE,46,4,2,1,8,1,1,1,1,1,2,1,FEMALE,40,4,2,1,3,2, ,1,2,1,2,2,2,,,,,,,,,,,,,,,,
MALE,38,3,2,1,4,1,6,2, ,1,2,1,MALE,79,3,2,1,2, , ,2,2,2,2,1,1,,,,,,,,,,,,,,,,
MALE,75,4,2,1,3,1,1,1,2,1,2,1,FEMALE,57,4,2,1,6,2, ,2,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,99,3,2,1,9,3,2,2, , , , ,FEMALE,23,6,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,
MALE,52,6,2,1,6,1,1,1,1,1,2,1,MALE,22,3,2,1,3,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,65,5,2,1,4,1,1,1,1,1,2,2,MALE,42,4,2,1,8,2, ,2,2,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,88,3,2,1,9,2,5,2, , , , ,MALE,56,8,2,1,8,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,36,4,2,1,6,1,6,2, ,2,2,1,MALE,50,5,2,2,1,1, ,2,2,1,1,1,2,,,,,,,,,,,,,,,,
FEMALE,24,3,2,1,2,3,6,2, ,2,1,1,FEMALE,52,6,2,1,99,2, ,1,1,2,2,2,2,,,,,,,,,,,,,,,,
MALE,53,3,2,1,4,2,3,2, , , , ,FEMALE,36,5,1,1,6,2, ,1,1,2,8,1,2,,,,,,,,,,,,,,,,
FEMALE,88,3,2,1,1,3,5,2, , , , ,MALE,38,3,1,1,3,2,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,45,6,2,1,9,3,1,2, ,2,2,2,MALE,24,6,2,1,4,2,2,1,2,1,1,1,1,,,,,,,,,,,,,,,,
FEMALE,33,3,2,1,4,2,6,1,2,2,1,2,FEMALE,30,3,1,1,3, , ,2,2,2,1,2,1,,,,,,,,,,,,,,,,
FEMALE,41,7,2,1,9,2,6,2, ,2,2,2,FEMALE,48,5,2,2,1, , ,2,2,2,2,1,2,,,,,,,,,,,,,,,,
FEMALE,45,6,2,1,9,1,1,1,1,8,8,1,FEMALE,26,6,2,1,3,2, ,1,1,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,44,6,2,1,7,4,3,1,1,1,2,1,MALE,38,3,1,6,3,2,2,8,2,1,1,1,1,,,,,,,,,,,,,,,,
MALE,57,9,9,9,9,9,9,2, , , , ,FEMALE,40,5,2,1,2,2, ,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,61,5,2,1,3,3,1,1,1, , , ,FEMALE,67,6,2,1,9,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,81,6,2,1,9,3,5,1,1,8,2,1,FEMALE,53,4,2,1,9,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,
MALE,39,6,2,1,8,1,1,2, ,1,2,1,MALE,99,8,2,1,99,2,2,1,1,2,2,9,9,,,,,,,,,,,,,,,,
MALE,58,6,2,1,6,1,1,2, ,1,2,2,MALE,30,6,9,1,7,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,
FEMALE,70,3,2,1,3,3,1,2, ,2,2,8,MALE,25,6,2,1,4,2,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,
MALE,34,5,2,1,6,3,6,1,2, , , ,MALE,45,6,2,1,9,2,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,63,1,2,2,1,1,4,2, , , , ,MALE,31,7,2,1,9,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,61,3,2,1,6,3,5,1,2, , , ,FEMALE,59,4,2,4,99, , ,1,1,2,8,2,8,,,,,,,,,,,,,,,,
MALE,72,6,2,1,8,1,1,1,1,1,2,1,FEMALE,55,6,2,1,8,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,69,7,2,1,9,2,1,1,1,2,2,2,FEMALE,63,4,2,1,6,2,2,1,2,2,2,1,1,,,,,,,,,,,,,,,,
FEMALE,80,2,2,1,2,2,5,1,2, , , ,FEMALE,38,3,2,1,6,2,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,78,7,2,1,4,2,1,2, ,1,2,1,FEMALE,22,4,2,1,4,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,77,1,2,1,9,3,3,2, , , , ,FEMALE,38,3,2,1,1,2, ,2,2,1,1,2,1,,,,,,,,,,,,,,,,
MALE,27,6,2,1,2,2,6,1,2,2,2,2,FEMALE,24,5,2,1,4,2,2,1,1,1,2,2,1,,,,,,,,,,,,,,,,
FEMALE,80,3,2,1,1,2,4,2, , , , ,FEMALE,35,4,1,1,7,2, ,2,2,2,2,1,1,,,,,,,,,,,,,,,,
FEMALE,85,4,2,1,9,3,1,2, , , , ,FEMALE,48,6,2,1,9,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,53,3,2,1,3,1,3,1,1, , , ,FEMALE,22,4,2,1,1,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,
FEMALE,50,3,2,1,5,3,3,1,2,2,1,1,FEMALE,35,1,1,2,2, , ,2,2,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,58,2,2,3,1,3,5,2, , , , ,MALE,18,4,2,1,6,2,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,
FEMALE,33,3,2,1,3,4,3,2, ,2,1,1,FEMALE,23,6,2,1,98,2,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,69,3,2,1,2,1,1,2, , , , ,FEMALE,24,6,2,1,6,2, ,1,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,49,2,2,1,4,3,1,2, ,2,1,1,FEMALE,38,5,2,1,8,2, ,2,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,82,1,2,1,2,1,5,2, , , , ,FEMALE,42,6,1,6,8,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,64,5,2,1,6,1,1,2, , , , ,FEMALE,28,5,2,1,7,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,24,2,2,2,1,2,6,2, ,2,1,2,FEMALE,40,3,2,1,98,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,61,3,2,1,2,2,1,2, ,2,1,2,MALE,50,8,2,1,9,2,2,1,1,1,2,2,2,,,,,,,,,,,,,,,,
MALE,99,5,2,1,9,3,3,2, ,1,2,1,FEMALE,33,6,2,1,5,2, ,2,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,42,3,2,1,9,1,1,2, , , , ,MALE,20,3,2,1,4,2,2,2,2,9,9,9,9,,,,,,,,,,,,,,,,
FEMALE,18,3,2,1,9,1,6,2, ,2,1,2,MALE,36,6,2,1,6,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,
FEMALE,47,3,2,1,7,2,1,2, ,2,2,2,FEMALE,21,4,1,1,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,84,3,2,1,1,2,5,2, , , , ,FEMALE,42,5,2,1,8,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,57,3,2,1,3,4,1,1,2,2,1,2,FEMALE,22,5,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,18,3,2,1,9,2,6,2, ,2,1,2,FEMALE,46,3,2,1,99,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,
FEMALE,38,3,2,1,6,1,1,2, ,2,2,2,MALE,50,6,2,1,5,2, ,2,2,2,1,2,2,,,,,,,,,,,,,,,,
MALE,54,3,2,1,7,1,1,2, ,2,1,2,MALE,67,8,2,1,8,2,2,1,1,2,1,2,1,,,,,,,,,,,,,,,,
MALE,71,5,2,1,4,1,1,2, ,1,2,1,MALE,42,6,1,1,6,1,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,58,5,2,1,8,1,1,2, ,8,1,8,MALE,42,5,2,1,7,2,2,2,2,8,8,8,8,,,,,,,,,,,,,,,,
FEMALE,23,2,2,1,2,4,6,1,2,2,2,1,FEMALE,59,6,2,1,99,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,80,1,2,1,2,2,5,2, , , , ,MALE,54,4,2,1,5,2, ,8,2,1,1,1,2,,,,,,,,,,,,,,,,
FEMALE,52,5,2,4,7,1,1,1,2,1,1,1,MALE,26,8,2,1,4,2,2,1,1,1,2,1,2,,,,,,,,,,,,,,,,
MALE,66,7,2,1,4,1,1,2, ,2,1,2,MALE,36,5,2,1,5, , ,2,2,1,1,2,1,,,,,,,,,,,,,,,,
FEMALE,52,5,2,1,6,1,3,1,1,1,2,1,FEMALE,24,4,2,2,3,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,73,3,2,2,9,9,1,2, , , , ,FEMALE,23,4,1,4,4,2,2,2,1,1,2,2,2,,,,,,,,,,,,,,,,
MALE,50,6,2,1,6,3,1,2, ,2,8,8,MALE,69,8,2,1,9,2, ,2,2,1,1,1,2,,,,,,,,,,,,,,,,
MALE,20,5,2,1,7,1,6,1,2,1,2,1,MALE,68,3,2,1,5,2, ,2,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,35,6,2,1,5,2,1,2, ,1,2,1,MALE,19,4,2,1,9,2, ,1,2,1,1,2,1,,,,,,,,,,,,,,,,
MALE,54,6,2,1,3,2,3,2, , , , ,FEMALE,38,6,2,1,5,2,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,45,7,2,1,6,3,9,1,2,2,2,2,FEMALE,34,6,2,2,98,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,
FEMALE,30,6,2,3,8,1,1,1,1,1,2,8,MALE,23,4,2,2,98,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,
MALE,81,3,2,1,2,3,5,1,2,2,1,2,FEMALE,80,4,2,1,5, , ,2,2,1,8,2,2,,,,,,,,,,,,,,,,
MALE,56,6,2,1,8,3,3,1,2,1,2,1,MALE,81,3,2,2,4, , ,2,2,2,1,2,2,,,,,,,,,,,,,,,,
FEMALE,40,6,1,1,6,3,1,2, ,8,8,8,FEMALE,25,5,2,1,99,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,76,3,2,1,9,2,5,1,2, , , ,MALE,29,8,2,1,6,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,24,3,1,6,4,3,6,2, ,2,2,2,FEMALE,57,4,2,1,4,2, ,2,2,2,2,2,1,,,,,,,,,,,,,,,,
FEMALE,26,5,2,2,4,2,1,2, ,2,1,1,FEMALE,24,6,2,1,2,2,2,1,1,1,2,2,2,,,,,,,,,,,,,,,,
FEMALE,78,5,2,1,4,2,1,2, , , , ,FEMALE,22,6,1,6,1,2,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,29,5,2,5,6,2,1,1,1,1,2,1,MALE,22,3,1,6,4,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,52,6,1,4,7,1,1,2, ,8,2,1,MALE,61,8,2,1,99,1,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,55,6,2,1,9,1,1,2, ,2,2,2,FEMALE,21,5,2,2,2,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,40,7,2,1,8,2,1,2, ,1,8,1,MALE,58,5,2,4,8,2, ,2,2,1,1,1,1,,,,,,,,,,,,,,,,
FEMALE,84,2,2,1,2,9,5,2, , , , ,FEMALE,24,5,1,9,3,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,27,6,2,1,6,3,1,1,1,1,2,8,FEMALE,49,5,2,1,7,2,2,2,2,1,1,2,8,,,,,,,,,,,,,,,,
MALE,51,6,1,1,5,1,3,1,1,2,1,2,MALE,63,3,2,1,4,2, ,8,8,1,1,2,8,,,,,,,,,,,,,,,,
FEMALE,51,3,2,1,8,9,1,1,2,1,2,8,FEMALE,28,8,2,1,99,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,34,6,2,1,8,1,1,2, ,8,2,1,MALE,52,3,2,1,7,2, ,2,2,2,2,1,2,,,,,,,,,,,,,,,,
FEMALE,47,3,2,1,8,1,1,2, ,2,1,1,MALE,25,4,2,1,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,
FEMALE,75,5,2,1,9,3,3,2, , , , ,FEMALE,44,6,2,2,7,1,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,47,5,2,1,7,3,1,2, ,2,2,2,FEMALE,33,3,2,2,3,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,86,3,2,1,9,2,5,2, , , , ,MALE,53,4,2,1,6,2, ,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,53,3,2,1,5,3,1,2, , , , ,MALE,63,3,2,1,4, , ,2,2,1,1,1,1,,,,,,,,,,,,,,,,
FEMALE,33,2,1,1,1,3,3,2, , , , ,MALE,39,8,2,1,3,1, ,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,33,3,1,9,5,2,1,1,2,1,1,2,MALE,40,6,2,1,9,2,2,1,1,1,8,2,2,,,,,,,,,,,,,,,,
MALE,43,3,1,1,7,2,1,2, ,2,1,2,FEMALE,20,3,2,2,3,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,
MALE,77,7,2,1,8,1,1,2, ,2,1,2,MALE,66,4,2,1,3,2, ,2,2,1,1,8,8,,,,,,,,,,,,,,,,
FEMALE,48,7,1,1,6,3,3,1,2,1,1,2,MALE,48,8,2,3,9,2, ,2,2,1,2,2,1,,,,,,,,,,,,,,,,
FEMALE,42,3,2,5,6,2,1,2, , , , ,MALE,47,4,2,1,6,2,2,1,1,1,1,2,1,,,,,,,,,,,,,,,,
MALE,29,4,2,1,3,2,2,2, ,2,2,1,FEMALE,50,6,2,1,6,2,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,99,3,2,1,9,2,1,2, ,2,1,8,MALE,67,6,2,1,2,2, ,1,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,63,6,2,1,8,3,3,2, ,2,1,1,MALE,29,3,2,1,5,2, ,1,2,1,2,2,2,,,,,,,,,,,,,,,,
FEMALE,55,5,2,1,8,1,1,1,2,1,2,8,MALE,51,6,2,5,9,2, ,1,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,52,6,2,1,9,2,1,1,2,2,1,1,FEMALE,49,6,2,1,4,2, ,1,2,1,1,2,9,,,,,,,,,,,,,,,,
FEMALE,27,5,2,1,3,1,6,2, ,1,2,1,MALE,18,3,2,9,98,2, ,1,1,1,2,1,1,,,,,,,,,,,,,,,,
FEMALE,22,3,2,1,4,1,1,2, ,1,2,1,MALE,60,6,2,9,99,1,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,
FEMALE,22,5,2,1,1,1,1,2, , , , ,FEMALE,51,8,2,2,9,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,99,7,2,9,9,1,1,2, ,2,1,2,MALE,45,3,1,6,99,2,2,2,2,8,2,2,1,,,,,,,,,,,,,,,,
FEMALE,41,6,2,2,3,2,6,1,2,2,2,2,MALE,40,3,1,6,3,2,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,
FEMALE,58,3,2,1,4,1,5,1,2,1,8,8,MALE,45,3,2,1,9,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,
FEMALE,72,7,2,1,4,3,1,2, ,2,2,2,MALE,26,8,2,3,3,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,81,5,2,1,3,2,5,2, ,8,8,8,FEMALE,66,8,2,1,5,2, ,1,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,70,5,2,1,8,1,1,2, ,2,1,2,MALE,24,4,2,4,98,2,2,1,2,2,2,2,1,,,,,,,,,,,,,,,,
MALE,66,5,2,1,8,3,1,2, ,1,2,1,MALE,44,6,2,1,8,2,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,53,5,2,1,6,1,3,1,1,2,1,1,FEMALE,36,5,2,2,3,2,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,36,6,2,1,6,2,1,2, ,2,2,2,MALE,20,4,2,1,8,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,
MALE,22,3,2,1,3,1,6,2, ,1,2,1,FEMALE,45,5,2,2,3,2,2,2,2,9,9,9,9,,,,,,,,,,,,,,,,
FEMALE,70,2,2,1,3,3,5,2, , , , ,FEMALE,49,5,2,1,6,2, ,1,2,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,56,3,2,1,6,1,1,2, ,1,2,1,MALE,64,8,2,1,9,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,28,6,2,5,4,1,6,1,1,2,2,2,MALE,58,3,2,1,99, , ,2,2,2,2,1,2,,,,,,,,,,,,,,,,
FEMALE,56,6,2,1,8,3,2,1,2,2,2,2,FEMALE,60,8,2,1,8,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,
FEMALE,44,6,2,1,8,1,1,2, ,2,2,2,MALE,42,8,1,6,7,2, ,2,2,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,43,6,2,1,4,4,1,1,2, , , ,MALE,70,8,2,1,2,1,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,64,5,9,1,9,1,6,2, ,8,8,8,FEMALE,27,3,2,2,4,2,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,
MALE,34,4,2,1,1,2,6,2, ,1,1,1,FEMALE,44,6,2,1,9,2,2,1,2,1,1,2,8,,,,,,,,,,,,,,,,
FEMALE,38,6,2,1,5,3,1,1,2,2,2,1,FEMALE,42,4,2,2,3,2, ,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,21,5,2,1,9,3,6,2, ,2,1,2,MALE,35,2,2,1,4,2, ,2,2,1,1,1,1,,,,,,,,,,,,,,,,
MALE,48,3,2,1,6,3,3,2, , , , ,MALE,63,6,9,9,9,2,2,2,1,1,2,2,2,,,,,,,,,,,,,,,,
FEMALE,49,6,2,1,5,1,1,2, ,2,1,1,FEMALE,18,4,2,2,5,2,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,
MALE,28,5,2,2,9,2,1,2, ,2,1,2,FEMALE,53,6,2,2,3,2, ,2,2,2,2,1,2,,,,,,,,,,,,,,,,
MALE,38,7,2,2,7,3,3,2, ,1,2,1,MALE,68,2,2,1,99, , ,2,2,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,99,6,2,1,9,3,5,1,2,2,1,1,MALE,60,8,2,1,7,2,2,1,1,2,2,2,8,,,,,,,,,,,,,,,,
MALE,37,4,2,1,2,5,6,1,2,2,1,2,MALE,54,3,2,1,6,2, ,1,2,1,1,1,1,,,,,,,,,,,,,,,,
FEMALE,49,2,2,1,9,3,3,1,2, , , ,MALE,30,3,2,1,7,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,22,3,2,1,7,3,2,1,1,1,1,1,FEMALE,20,4,1,1,9,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,41,3,2,1,6,2,1,2, ,1,1,1,MALE,20,3,2,1,7,2,2,1,2,1,1,1,2,,,,,,,,,,,,,,,,
FEMALE,99,4,2,1,9,3,9,2, ,2,2,2,MALE,38,3,2,2,7,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,58,6,2,1,5,2,6,1,2,8,1,8,FEMALE,20,5,2,3,8,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,65,6,2,1,9,9,5,2, ,2,1,1,FEMALE,69,4,2,1,7,2, ,1,1,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,61,3,2,2,9,2,3,1,2,1,2,1,MALE,32,6,2,1,5,1,2,1,1,1,2,2,2,,,,,,,,,,,,,,,,
FEMALE,31,3,2,2,1,2,6,2, , , , ,FEMALE,99,3,2,9,1,2, ,2,2,2,2,1,2,,,,,,,,,,,,,,,,
FEMALE,45,6,2,1,8,1,1,2, ,2,1,1,MALE,76,6,2,1,3, , ,2,2,2,2,2,2,,,,,,,,,,,,,,,,
MALE,58,3,2,1,3,3,3,2, , , , ,MALE,73,3,2,1,3, , ,2,2,1,1,1,2,,,,,,,,,,,,,,,,
MALE,37,5,2,2,2,2,6,2, , , , ,MALE,54,4,2,5,2,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,
FEMALE,40,1,2,1,4,4,1,2, , , , ,FEMALE,72,3,2,1,1, , ,1,2,2,2,1,1,,,,,,,,,,,,,,,,
FEMALE,29,6,2,1,8,1,1,2, ,8,2,1,MALE,26,4,2,1,3,1, ,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,49,6,2,1,5,1,1,2, ,2,1,2,FEMALE,30,7,2,4,3,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,
FEMALE,20,3,2,2,1,3,6,2, ,2,2,1,MALE,73,4,2,1,99,2, ,2,2,2,8,1,1,,,,,,,,,,,,,,,,
FEMALE,60,6,2,1,8,1,1,2, ,8,8,8,MALE,55,5,2,1,5,2, ,2,2,2,2,1,1,,,,,,,,,,,,,,,,
FEMALE,58,5,2,1,9,1,1,2, ,8,2,8,MALE,19,4,2,2,9,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
FEMALE,58,2,2,1,2,3,3,2, , , , ,MALE,31,6,2,1,6,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,
FEMALE,74,5,2,1,7,2,1,2, ,2,1,2,FEMALE,18,3,2,1,7,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,43,6,2,1,5,1,1,1,2,1,2,1,MALE,31,6,2,1,3,2,2,2,2,1,9,2,2,,,,,,,,,,,,,,,,
MALE,42,3,2,1,9,1,1,1,2,2,1,1,MALE,18,2,2,1,6,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,60,5,2,1,4,2,1,1,2, , , ,FEMALE,80,99,9,9,99, , ,2,8,1,8,2,1,,,,,,,,,,,,,,,,
MALE,46,3,2,1,8,3,3,2, ,2,1,2,FEMALE,58,3,2,2,3,2, ,2,1,1,1,2,1,,,,,,,,,,,,,,,,
FEMALE,71,3,2,1,9,2,5,2, , , , ,MALE,56,4,2,1,8,2,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,
MALE,49,5,2,1,6,3,1,1,1,8,2,8,FEMALE,52,5,2,2,5,2, ,2,2,1,1,1,2,,,,,,,,,,,,,,,,
MALE,33,6,2,1,8,1,1,2, ,2,2,2,MALE,63,6,2,1,7,1, ,1,1,1,1,2,1,,,,,,,,,,,,,,,,
FEMALE,35,6,2,1,7,2,1,1,2,8,2,1,FEMALE,51,8,2,1,5,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
MALE,62,2,2,1,2,2,9,1,1,1,2,1,MALE,27,3,2,4,1,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,61,7,2,2,8,1,1,1,1,1,2,8,MALE,19,3,2,1,7,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,21,2,2,1,1,2,6,1,1,1,2,1,MALE,54,3,1,2,7,2, ,1,2,2,2,1,2,,,,,,,,,,,,,,,,
MALE,59,6,2,1,6,1,1,1,1,1,1,1,FEMALE,47,6,2,2,9,1,2,1,1,1,2,2,2,,,,,,,,,,,,,,,,
MALE,30,6,2,1,6,3,1,2, ,1,2,1,MALE,70,98,2,1,1, , ,2,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,25,6,2,1,9,3,1,1,1,1,2,1,MALE,24,6,2,3,7,2,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,
FEMALE,24,2,2,1,2,1,1,2, ,1,2,1,MALE,44,2,2,2,2,2,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,
FEMALE,39,3,2,1,5,2,3,2, ,1,2,2,MALE,69,6,2,1,8,2, ,1,1,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,50,7,2,1,9,3,1,2, ,1,2,8,FEMALE,48,4,2,1,99,1, ,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,37,6,2,1,8,1,1,1,1,1,2,1,FEMALE,45,4,2,1,2,2,2,2,2,1,2,2,1,,,,,,,,,,,,,,,,
MALE,47,4,2,1,7,4,1,2, ,1,2,2,MALE,31,2,2,1,6,2,2,1,1,1,1,2,1,,,,,,,,,,,,,,,,
FEMALE,19,2,2,1,1,3,6,1,1,1,2,1,MALE,24,5,2,1,5,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,
FEMALE,46,7,2,1,6,3,3,1,2,1,2,1,MALE,49,3,2,1,4,2, ,1,2,1,1,8,2,,,,,,,,,,,,,,,,
MALE,45,3,2,1,8,3,3,2, ,1,1,8,FEMALE,30,6,2,1,7,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,
MALE,41,6,2,5,6,3,1,2, ,1,2,1,MALE,40,1,1,2,2, , ,2,2,1,1,2,1,,,,,,,,,,,,,,,,
MALE,85,6,2,1,9,3,1,2, , , , ,MALE,30,4,2,1,5,1,2,1,1,1,2,8,2,,,,,,,,,,,,,,,,
MALE,74,3,2,1,4,3,1,2, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEMALE,42,7,2,3,6,2,1,2, ,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,52,6,2,1,8,1,1,2, ,8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,51,6,2,1,8,1,1,2, ,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,28,6,2,1,5,1,6,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,43,4,2,1,8,3,1,2, ,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,66,5,2,1,2,3,1,1,1,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,23,2,2,1,9,2,6,2, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,43,3,2,2,2,2,1,2, ,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,42,3,2,1,8,1,1,2, ,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,45,3,2,2,3,2,1,2, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,25,5,2,1,6,1,6,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,53,6,2,1,4,4,3,2, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEMALE,52,3,2,1,6,1,1,1,1, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEMALE,53,5,2,1,7,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALE,37,6,2,1,3,1,6,2, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
